Model,Point type,Class,X,Y,Top-1 correct,Top-1 prediction,Image path
Frozen ResNet50,reference,Leather_01,0.50063074,0.24034172,,,
Frozen ResNet50,reference,Leather_02,0.52590871,0.22421415,,,
Frozen ResNet50,reference,Leather_03,0.51584339,0.19569287,,,
Frozen ResNet50,reference,Leather_04,0.34485102,-0.29835129,,,
Frozen ResNet50,reference,Leather_05,0.42673025,0.00537191,,,
Frozen ResNet50,reference,Leather_06,0.26862586,-0.13769902,,,
Frozen ResNet50,reference,Leather_07,0.44848752,0.19550800,,,
Frozen ResNet50,reference,Leather_08,0.50693178,-0.09431749,,,
Frozen ResNet50,reference,Leather_09,0.32757252,-0.04854926,,,
Frozen ResNet50,reference,Leather_10,0.29965961,0.03484578,,,
Frozen ResNet50,reference,Leather_100,-0.18635637,0.12326829,,,
Frozen ResNet50,reference,Leather_101,-0.05388921,-0.03194572,,,
Frozen ResNet50,reference,Leather_102,-0.16716366,-0.17953515,,,
Frozen ResNet50,reference,Leather_103,-0.30198643,-0.07533956,,,
Frozen ResNet50,reference,Leather_104,-0.28600547,-0.27025023,,,
Frozen ResNet50,reference,Leather_105,-0.27089930,-0.18587741,,,
Frozen ResNet50,reference,Leather_106,-0.22094484,-0.05194991,,,
Frozen ResNet50,reference,Leather_107,-0.08087747,-0.11864303,,,
Frozen ResNet50,reference,Leather_108,-0.17453840,-0.16436756,,,
Frozen ResNet50,reference,Leather_109,-0.29147899,-0.07035191,,,
Frozen ResNet50,reference,Leather_11,0.60015285,0.01638930,,,
Frozen ResNet50,reference,Leather_110,-0.36772072,0.00178202,,,
Frozen ResNet50,reference,Leather_111,-0.19076510,-0.05550600,,,
Frozen ResNet50,reference,Leather_112,-0.40794799,0.27168214,,,
Frozen ResNet50,reference,Leather_113,-0.38183829,0.28222939,,,
Frozen ResNet50,reference,Leather_114,-0.42953968,0.18955158,,,
Frozen ResNet50,reference,Leather_115,-0.38197455,0.13153970,,,
Frozen ResNet50,reference,Leather_116,-0.31674716,0.06412820,,,
Frozen ResNet50,reference,Leather_117,-0.24074551,-0.32985443,,,
Frozen ResNet50,reference,Leather_118,-0.27728224,-0.40044770,,,
Frozen ResNet50,reference,Leather_119,0.30888018,-0.10940802,,,
Frozen ResNet50,reference,Leather_12,0.47815090,0.14822005,,,
Frozen ResNet50,reference,Leather_120,-0.25065365,-0.18898651,,,
Frozen ResNet50,reference,Leather_121,-0.21878894,-0.27509147,,,
Frozen ResNet50,reference,Leather_122,-0.20547086,-0.32593277,,,
Frozen ResNet50,reference,Leather_123,0.00610593,-0.29727471,,,
Frozen ResNet50,reference,Leather_124,-0.22428524,-0.44415277,,,
Frozen ResNet50,reference,Leather_125,-0.20542386,0.42642808,,,
Frozen ResNet50,reference,Leather_126,-0.26515472,0.44760877,,,
Frozen ResNet50,reference,Leather_127,-0.25988865,0.50803053,,,
Frozen ResNet50,reference,Leather_128,-0.29284295,0.47162580,,,
Frozen ResNet50,reference,Leather_129,-0.29909223,0.44697475,,,
Frozen ResNet50,reference,Leather_13,0.39832240,0.13358320,,,
Frozen ResNet50,reference,Leather_130,-0.20675576,0.46460688,,,
Frozen ResNet50,reference,Leather_131,-0.21060698,0.38414529,,,
Frozen ResNet50,reference,Leather_132,-0.15986088,0.22279820,,,
Frozen ResNet50,reference,Leather_133,-0.35886499,0.47594830,,,
Frozen ResNet50,reference,Leather_134,-0.16038288,0.43771243,,,
Frozen ResNet50,reference,Leather_135,-0.13546647,0.34722137,,,
Frozen ResNet50,reference,Leather_136,-0.31354183,0.39248109,,,
Frozen ResNet50,reference,Leather_137,-0.26424444,0.38624299,,,
Frozen ResNet50,reference,Leather_138,-0.22666594,0.15490162,,,
Frozen ResNet50,reference,Leather_139,-0.33310157,0.09848795,,,
Frozen ResNet50,reference,Leather_14,0.47548923,0.16328833,,,
Frozen ResNet50,reference,Leather_140,-0.20196196,0.01966309,,,
Frozen ResNet50,reference,Leather_141,-0.32536614,0.47974008,,,
Frozen ResNet50,reference,Leather_142,-0.20760918,0.13872296,,,
Frozen ResNet50,reference,Leather_143,-0.32823354,0.45903215,,,
Frozen ResNet50,reference,Leather_144,-0.21125713,-0.40663898,,,
Frozen ResNet50,reference,Leather_145,-0.13491271,-0.39948642,,,
Frozen ResNet50,reference,Leather_146,-0.21852425,-0.45292270,,,
Frozen ResNet50,reference,Leather_147,-0.39169085,-0.36367226,,,
Frozen ResNet50,reference,Leather_148,0.08651437,-0.25757697,,,
Frozen ResNet50,reference,Leather_149,0.06155437,-0.03376786,,,
Frozen ResNet50,reference,Leather_15,0.47554508,-0.01403658,,,
Frozen ResNet50,reference,Leather_150,-0.35989481,-0.21411516,,,
Frozen ResNet50,reference,Leather_151,0.22829556,-0.09937356,,,
Frozen ResNet50,reference,Leather_152,0.50684464,-0.06324889,,,
Frozen ResNet50,reference,Leather_153,0.34003893,0.08402040,,,
Frozen ResNet50,reference,Leather_154,0.44980085,0.03644905,,,
Frozen ResNet50,reference,Leather_155,0.07510349,0.13028964,,,
Frozen ResNet50,reference,Leather_156,0.11779225,-0.10160417,,,
Frozen ResNet50,reference,Leather_157,0.31456608,0.06375193,,,
Frozen ResNet50,reference,Leather_158,0.19997735,0.11036825,,,
Frozen ResNet50,reference,Leather_159,0.38556090,-0.20502707,,,
Frozen ResNet50,reference,Leather_16,0.28870925,0.12270989,,,
Frozen ResNet50,reference,Leather_160,0.52073991,-0.09121172,,,
Frozen ResNet50,reference,Leather_161,0.62536812,0.16688833,,,
Frozen ResNet50,reference,Leather_162,0.30623478,0.22284763,,,
Frozen ResNet50,reference,Leather_163,0.34960923,0.03009956,,,
Frozen ResNet50,reference,Leather_164,0.58157945,0.13335279,,,
Frozen ResNet50,reference,Leather_165,0.45733756,0.21632817,,,
Frozen ResNet50,reference,Leather_166,0.45115083,0.01567477,,,
Frozen ResNet50,reference,Leather_167,0.43750280,-0.10985930,,,
Frozen ResNet50,reference,Leather_168,0.40021652,0.21251385,,,
Frozen ResNet50,reference,Leather_169,0.23996259,-0.06113958,,,
Frozen ResNet50,reference,Leather_17,0.56284916,-0.01962268,,,
Frozen ResNet50,reference,Leather_170,0.35683221,-0.05215708,,,
Frozen ResNet50,reference,Leather_171,-0.01182627,0.13580646,,,
Frozen ResNet50,reference,Leather_172,0.20784560,0.19879191,,,
Frozen ResNet50,reference,Leather_173,0.47696137,0.18100201,,,
Frozen ResNet50,reference,Leather_174,0.31440377,-0.10504411,,,
Frozen ResNet50,reference,Leather_175,0.48658806,-0.16157818,,,
Frozen ResNet50,reference,Leather_176,0.31190264,0.03323270,,,
Frozen ResNet50,reference,Leather_177,0.36102182,-0.11700909,,,
Frozen ResNet50,reference,Leather_178,0.18541661,-0.25552490,,,
Frozen ResNet50,reference,Leather_179,0.32719517,-0.19264512,,,
Frozen ResNet50,reference,Leather_18,0.26768938,0.10645023,,,
Frozen ResNet50,reference,Leather_180,0.36100280,0.11132655,,,
Frozen ResNet50,reference,Leather_181,0.46864408,-0.07455379,,,
Frozen ResNet50,reference,Leather_182,0.16310877,0.26276645,,,
Frozen ResNet50,reference,Leather_183,0.39471009,-0.08996329,,,
Frozen ResNet50,reference,Leather_184,0.31130522,-0.21135944,,,
Frozen ResNet50,reference,Leather_185,0.13206121,-0.16138819,,,
Frozen ResNet50,reference,Leather_186,0.45502838,0.06398557,,,
Frozen ResNet50,reference,Leather_187,0.46501160,0.18801677,,,
Frozen ResNet50,reference,Leather_188,0.40877816,-0.09758943,,,
Frozen ResNet50,reference,Leather_189,0.44626021,-0.19756177,,,
Frozen ResNet50,reference,Leather_19,0.51597476,0.10678685,,,
Frozen ResNet50,reference,Leather_190,0.12889181,-0.29620713,,,
Frozen ResNet50,reference,Leather_191,0.19561410,0.09986131,,,
Frozen ResNet50,reference,Leather_192,0.38288900,0.17537344,,,
Frozen ResNet50,reference,Leather_193,0.02783242,-0.12406470,,,
Frozen ResNet50,reference,Leather_194,0.43231958,0.16565722,,,
Frozen ResNet50,reference,Leather_195,-0.03232586,-0.18600017,,,
Frozen ResNet50,reference,Leather_196,-0.02928205,-0.16462615,,,
Frozen ResNet50,reference,Leather_197,-0.08484130,0.02896209,,,
Frozen ResNet50,reference,Leather_198,0.04260683,0.02874772,,,
Frozen ResNet50,reference,Leather_199,0.46024191,0.01532912,,,
Frozen ResNet50,reference,Leather_20,-0.27121383,0.09690946,,,
Frozen ResNet50,reference,Leather_200,0.42032033,0.14000601,,,
Frozen ResNet50,reference,Leather_201,0.13779514,0.06687159,,,
Frozen ResNet50,reference,Leather_202,0.33199441,0.14365791,,,
Frozen ResNet50,reference,Leather_203,-0.29789367,0.06986503,,,
Frozen ResNet50,reference,Leather_21,-0.35763830,0.24690995,,,
Frozen ResNet50,reference,Leather_22,-0.30402353,-0.10066219,,,
Frozen ResNet50,reference,Leather_23,-0.34522748,-0.11480218,,,
Frozen ResNet50,reference,Leather_24,0.50722259,0.03317346,,,
Frozen ResNet50,reference,Leather_25,0.36746100,0.15135282,,,
Frozen ResNet50,reference,Leather_26,0.56928658,0.24374819,,,
Frozen ResNet50,reference,Leather_27,0.12516350,-0.23297349,,,
Frozen ResNet50,reference,Leather_28,0.54405320,0.05362611,,,
Frozen ResNet50,reference,Leather_29,-0.20905891,0.31935585,,,
Frozen ResNet50,reference,Leather_30,-0.16341598,-0.11808109,,,
Frozen ResNet50,reference,Leather_31,0.09135305,-0.32481769,,,
Frozen ResNet50,reference,Leather_32,-0.12144591,-0.35408756,,,
Frozen ResNet50,reference,Leather_33,0.09055918,-0.28768510,,,
Frozen ResNet50,reference,Leather_34,-0.18931931,0.33838224,,,
Frozen ResNet50,reference,Leather_35,-0.36682239,0.07817917,,,
Frozen ResNet50,reference,Leather_36,-0.26638949,0.40306127,,,
Frozen ResNet50,reference,Leather_37,-0.42284659,-0.28634459,,,
Frozen ResNet50,reference,Leather_38,-0.31780624,0.38023391,,,
Frozen ResNet50,reference,Leather_39,-0.27161145,-0.00330288,,,
Frozen ResNet50,reference,Leather_40,-0.34286392,0.49271584,,,
Frozen ResNet50,reference,Leather_41,-0.31851625,0.33824781,,,
Frozen ResNet50,reference,Leather_42,-0.25606579,0.15206438,,,
Frozen ResNet50,reference,Leather_43,-0.33331114,-0.00466349,,,
Frozen ResNet50,reference,Leather_44,-0.23859604,0.27419326,,,
Frozen ResNet50,reference,Leather_45,-0.15316972,-0.20096093,,,
Frozen ResNet50,reference,Leather_46,-0.48103881,0.02546240,,,
Frozen ResNet50,reference,Leather_47,-0.19015726,0.36732882,,,
Frozen ResNet50,reference,Leather_48,-0.29263115,0.28947172,,,
Frozen ResNet50,reference,Leather_49,-0.34252143,0.12814467,,,
Frozen ResNet50,reference,Leather_50,-0.12300478,0.39750868,,,
Frozen ResNet50,reference,Leather_51,-0.24242035,0.03424722,,,
Frozen ResNet50,reference,Leather_52,-0.28472373,0.27120930,,,
Frozen ResNet50,reference,Leather_53,-0.18633422,-0.16252233,,,
Frozen ResNet50,reference,Leather_54,-0.34836790,0.21656245,,,
Frozen ResNet50,reference,Leather_55,-0.31239820,-0.16833013,,,
Frozen ResNet50,reference,Leather_56,0.09216601,-0.38559529,,,
Frozen ResNet50,reference,Leather_57,-0.13931155,-0.13034344,,,
Frozen ResNet50,reference,Leather_58,-0.10369071,-0.42754969,,,
Frozen ResNet50,reference,Leather_59,-0.45367390,-0.01365976,,,
Frozen ResNet50,reference,Leather_60,-0.04600649,-0.26009780,,,
Frozen ResNet50,reference,Leather_61,-0.01314007,-0.24726166,,,
Frozen ResNet50,reference,Leather_62,-0.25225425,0.13141540,,,
Frozen ResNet50,reference,Leather_63,-0.05957162,0.23563176,,,
Frozen ResNet50,reference,Leather_64,-0.21117479,0.04941067,,,
Frozen ResNet50,reference,Leather_65,-0.04807220,-0.22584929,,,
Frozen ResNet50,reference,Leather_66,-0.07072663,-0.26777214,,,
Frozen ResNet50,reference,Leather_67,-0.05460157,-0.41343760,,,
Frozen ResNet50,reference,Leather_68,-0.15223683,-0.50430083,,,
Frozen ResNet50,reference,Leather_69,-0.19483289,-0.38614064,,,
Frozen ResNet50,reference,Leather_70,-0.10880722,-0.51311529,,,
Frozen ResNet50,reference,Leather_71,-0.11685031,-0.10299575,,,
Frozen ResNet50,reference,Leather_72,-0.03881031,0.01717562,,,
Frozen ResNet50,reference,Leather_73,-0.04739503,-0.31125689,,,
Frozen ResNet50,reference,Leather_74,0.08380354,-0.39686635,,,
Frozen ResNet50,reference,Leather_75,-0.27805951,-0.52085084,,,
Frozen ResNet50,reference,Leather_76,-0.06746004,-0.22442952,,,
Frozen ResNet50,reference,Leather_77,-0.22015323,-0.37359104,,,
Frozen ResNet50,reference,Leather_78,-0.17513311,-0.42100078,,,
Frozen ResNet50,reference,Leather_79,-0.16226035,-0.40407407,,,
Frozen ResNet50,reference,Leather_80,-0.26744878,-0.36963761,,,
Frozen ResNet50,reference,Leather_81,-0.14238226,-0.45715684,,,
Frozen ResNet50,reference,Leather_82,-0.26049837,-0.33659256,,,
Frozen ResNet50,reference,Leather_83,-0.18201274,-0.38688385,,,
Frozen ResNet50,reference,Leather_84,-0.07118046,-0.42650419,,,
Frozen ResNet50,reference,Leather_85,-0.24156734,-0.28441358,,,
Frozen ResNet50,reference,Leather_86,-0.29804403,0.09299786,,,
Frozen ResNet50,reference,Leather_87,-0.37102842,-0.04879481,,,
Frozen ResNet50,reference,Leather_88,0.06689642,-0.14147606,,,
Frozen ResNet50,reference,Leather_89,-0.06952551,-0.12884286,,,
Frozen ResNet50,reference,Leather_90,0.12200134,-0.01348762,,,
Frozen ResNet50,reference,Leather_91,0.01687001,-0.07112534,,,
Frozen ResNet50,reference,Leather_92,-0.35579795,0.14358597,,,
Frozen ResNet50,reference,Leather_93,-0.37397474,0.07501357,,,
Frozen ResNet50,reference,Leather_94,-0.16775610,0.31011921,,,
Frozen ResNet50,reference,Leather_95,-0.31407478,-0.25339860,,,
Frozen ResNet50,reference,Leather_96,-0.31120718,-0.06045084,,,
Frozen ResNet50,reference,Leather_97,-0.30950129,-0.01451240,,,
Frozen ResNet50,reference,Leather_98,-0.00556470,0.12022244,,,
Frozen ResNet50,reference,Leather_99,0.02606311,-0.12942493,,,
Frozen ResNet50,test,Leather_01,0.44131976,0.27389467,True,Leather_01,my_dataset_test_filtered\Leather_01\1750406379284.jpg
Frozen ResNet50,test,Leather_02,0.49843997,0.23708671,True,Leather_02,my_dataset_test_filtered\Leather_02\1750406835550.jpg
Frozen ResNet50,test,Leather_03,0.50528622,0.20006423,True,Leather_03,my_dataset_test_filtered\Leather_03\1750406941972.jpg
Frozen ResNet50,test,Leather_04,0.14101094,-0.17600688,True,Leather_04,my_dataset_test_filtered\Leather_04\1750407130699.jpg
Frozen ResNet50,test,Leather_05,0.29398146,0.12281720,True,Leather_05,my_dataset_test_filtered\Leather_05\1750407204184.jpg
Frozen ResNet50,test,Leather_06,0.34126589,-0.08957949,True,Leather_06,my_dataset_test_filtered\Leather_06\1750407348067.jpg
Frozen ResNet50,test,Leather_07,0.46580231,0.24331780,True,Leather_07,my_dataset_test_filtered\Leather_07\1750407528243.jpg
Frozen ResNet50,test,Leather_08,0.51571488,-0.01384749,True,Leather_08,my_dataset_test_filtered\Leather_08\1750407629336.jpg
Frozen ResNet50,test,Leather_09,0.16518471,0.12859276,True,Leather_09,my_dataset_test_filtered\Leather_09\1750407738276.jpg
Frozen ResNet50,test,Leather_10,0.29067481,0.06159391,True,Leather_10,my_dataset_test_filtered\Leather_10\1750408020242.jpg
Frozen ResNet50,test,Leather_100,-0.14709958,0.12853168,True,Leather_100,my_dataset_test_filtered\Leather_100\1750488394024.jpg
Frozen ResNet50,test,Leather_101,0.06733496,-0.01644915,True,Leather_101,my_dataset_test_filtered\Leather_101\1750488471484.jpg
Frozen ResNet50,test,Leather_102,-0.18150640,-0.11523760,True,Leather_102,my_dataset_test_filtered\Leather_102\1750488520146.jpg
Frozen ResNet50,test,Leather_103,-0.25141826,-0.02708101,True,Leather_103,my_dataset_test_filtered\Leather_103\1750488677028.jpg
Frozen ResNet50,test,Leather_104,-0.26230699,-0.19533788,True,Leather_104,my_dataset_test_filtered\Leather_104\1750488725312.jpg
Frozen ResNet50,test,Leather_105,-0.27294397,-0.19115767,True,Leather_105,my_dataset_test_filtered\Leather_105\1750488787557.jpg
Frozen ResNet50,test,Leather_106,-0.07056186,-0.01464188,True,Leather_106,my_dataset_test_filtered\Leather_106\1750488902223.jpg
Frozen ResNet50,test,Leather_107,-0.10256480,-0.27630001,True,Leather_107,my_dataset_test_filtered\Leather_107\1750488972633.jpg
Frozen ResNet50,test,Leather_108,-0.05555449,-0.02554988,True,Leather_108,my_dataset_test_filtered\Leather_108\1750489023876.jpg
Frozen ResNet50,test,Leather_109,-0.20076689,-0.05438312,True,Leather_109,my_dataset_test_filtered\Leather_109\1750489124023.jpg
Frozen ResNet50,test,Leather_11,0.52096093,0.09545323,True,Leather_11,my_dataset_test_filtered\Leather_11\1750408197526.jpg
Frozen ResNet50,test,Leather_110,-0.32170755,0.03665586,True,Leather_110,my_dataset_test_filtered\Leather_110\1750489176801.jpg
Frozen ResNet50,test,Leather_111,-0.25609708,0.04000980,True,Leather_111,my_dataset_test_filtered\Leather_111\1750489227871.jpg
Frozen ResNet50,test,Leather_112,-0.39811862,0.31915152,True,Leather_112,my_dataset_test_filtered\Leather_112\1750489281422.jpg
Frozen ResNet50,test,Leather_113,-0.39061421,0.28024492,True,Leather_113,my_dataset_test_filtered\Leather_113\1750489326154.jpg
Frozen ResNet50,test,Leather_114,-0.40046662,0.29916561,True,Leather_114,my_dataset_test_filtered\Leather_114\1750489373490.jpg
Frozen ResNet50,test,Leather_115,-0.36303693,0.09071137,True,Leather_115,my_dataset_test_filtered\Leather_115\1750489423499.jpg
Frozen ResNet50,test,Leather_116,-0.15356553,-0.01937001,True,Leather_116,my_dataset_test_filtered\Leather_116\1750489535803.jpg
Frozen ResNet50,test,Leather_117,-0.25365719,-0.31388056,True,Leather_117,my_dataset_test_filtered\Leather_117\1750489573511.jpg
Frozen ResNet50,test,Leather_118,-0.24527675,-0.37497360,True,Leather_118,my_dataset_test_filtered\Leather_118\1750489685912.jpg
Frozen ResNet50,test,Leather_119,0.13124973,-0.07892878,True,Leather_119,my_dataset_test_filtered\Leather_119\1750489770436.jpg
Frozen ResNet50,test,Leather_12,0.52330071,0.14574936,True,Leather_12,my_dataset_test_filtered\Leather_12\1750408284854.jpg
Frozen ResNet50,test,Leather_120,-0.32633710,-0.26392636,True,Leather_120,my_dataset_test_filtered\Leather_120\1750489841717.jpg
Frozen ResNet50,test,Leather_121,-0.27679908,-0.31338307,True,Leather_121,my_dataset_test_filtered\Leather_121\1750489889943.jpg
Frozen ResNet50,test,Leather_122,-0.05581735,-0.31064624,True,Leather_122,my_dataset_test_filtered\Leather_122\1750489935897.jpg
Frozen ResNet50,test,Leather_123,-0.00717837,-0.29657438,True,Leather_123,my_dataset_test_filtered\Leather_123\1750489979959.jpg
Frozen ResNet50,test,Leather_124,-0.14663346,-0.43301380,True,Leather_124,my_dataset_test_filtered\Leather_124\1750490024511.jpg
Frozen ResNet50,test,Leather_125,-0.24829087,0.42200449,True,Leather_125,my_dataset_test_filtered\Leather_125\1750490073084.jpg
Frozen ResNet50,test,Leather_126,-0.22377835,0.44967118,True,Leather_126,my_dataset_test_filtered\Leather_126\1750490108402.jpg
Frozen ResNet50,test,Leather_127,-0.23370250,0.47628927,True,Leather_127,my_dataset_test_filtered\Leather_127\1750490173529.jpg
Frozen ResNet50,test,Leather_128,-0.27407679,0.48519614,True,Leather_128,my_dataset_test_filtered\Leather_128\1750490238549.jpg
Frozen ResNet50,test,Leather_129,-0.25100845,0.34892052,True,Leather_129,my_dataset_test_filtered\Leather_129\1750490315532.jpg
Frozen ResNet50,test,Leather_13,0.35397923,0.14371645,True,Leather_13,my_dataset_test_filtered\Leather_13\1750408366776.jpg
Frozen ResNet50,test,Leather_130,-0.22110248,0.48692644,True,Leather_130,my_dataset_test_filtered\Leather_130\1750490367912.jpg
Frozen ResNet50,test,Leather_131,-0.22712567,0.34943977,True,Leather_131,my_dataset_test_filtered\Leather_131\1750490579280.jpg
Frozen ResNet50,test,Leather_132,-0.17504981,0.24139696,True,Leather_132,my_dataset_test_filtered\Leather_132\1750490644319.jpg
Frozen ResNet50,test,Leather_133,-0.38220608,0.42729178,True,Leather_133,my_dataset_test_filtered\Leather_133\1750490775257.jpg
Frozen ResNet50,test,Leather_134,-0.19730717,0.46584862,True,Leather_134,my_dataset_test_filtered\Leather_134\1750490827975.jpg
Frozen ResNet50,test,Leather_135,-0.17567967,0.35258916,True,Leather_135,my_dataset_test_filtered\Leather_135\1750490955532.jpg
Frozen ResNet50,test,Leather_136,-0.34428692,0.38211104,True,Leather_136,my_dataset_test_filtered\Leather_136\1750491016516.jpg
Frozen ResNet50,test,Leather_137,-0.23860602,0.28292319,True,Leather_137,my_dataset_test_filtered\Leather_137\1750491063276.jpg
Frozen ResNet50,test,Leather_138,-0.25821775,0.12025219,True,Leather_138,my_dataset_test_filtered\Leather_138\1750491113039.jpg
Frozen ResNet50,test,Leather_139,-0.34372151,0.03329597,True,Leather_139,my_dataset_test_filtered\Leather_139\1750491172226.jpg
Frozen ResNet50,test,Leather_14,0.32965544,0.18569842,True,Leather_14,my_dataset_test_filtered\Leather_14\1750408447980.jpg
Frozen ResNet50,test,Leather_141,-0.34329072,0.46620536,True,Leather_141,my_dataset_test_filtered\Leather_141\1750491343747.jpg
Frozen ResNet50,test,Leather_142,-0.22257432,0.19040583,True,Leather_142,my_dataset_test_filtered\Leather_142\1750491376753.jpg
Frozen ResNet50,test,Leather_143,-0.30719632,0.43928328,True,Leather_143,my_dataset_test_filtered\Leather_143\1750491416883.jpg
Frozen ResNet50,test,Leather_144,-0.19529817,-0.29069963,True,Leather_144,my_dataset_test_filtered\Leather_144\1750491458976.jpg
Frozen ResNet50,test,Leather_145,-0.16777068,-0.38336802,True,Leather_145,my_dataset_test_filtered\Leather_145\1750491505929.jpg
Frozen ResNet50,test,Leather_146,-0.09703138,-0.20736238,True,Leather_146,my_dataset_test_filtered\Leather_146\1750491548136.jpg
Frozen ResNet50,test,Leather_147,-0.26313907,-0.40373990,True,Leather_147,my_dataset_test_filtered\Leather_147\1750491588458.jpg
Frozen ResNet50,test,Leather_148,0.08392040,-0.29235810,True,Leather_148,my_dataset_test_filtered\Leather_148\1750491631763.jpg
Frozen ResNet50,test,Leather_149,0.04853229,0.01499303,True,Leather_149,my_dataset_test_filtered\Leather_149\1750491671545.jpg
Frozen ResNet50,test,Leather_15,0.51369309,0.02752058,True,Leather_15,my_dataset_test_filtered\Leather_15\1750408503377.jpg
Frozen ResNet50,test,Leather_150,-0.28870922,-0.35870799,True,Leather_150,my_dataset_test_filtered\Leather_150\1750491705037.jpg
Frozen ResNet50,test,Leather_151,0.29950094,-0.08399601,True,Leather_151,my_dataset_test_filtered\Leather_151\1750643059336.jpg
Frozen ResNet50,test,Leather_152,0.50418216,-0.06129946,True,Leather_152,my_dataset_test_filtered\Leather_152\1750643150581.jpg
Frozen ResNet50,test,Leather_153,0.25746405,0.14742813,True,Leather_153,my_dataset_test_filtered\Leather_153\1750643340909.jpg
Frozen ResNet50,test,Leather_154,0.52954608,0.00284487,True,Leather_154,my_dataset_test_filtered\Leather_154\1750643441264.jpg
Frozen ResNet50,test,Leather_155,0.07737674,0.16129142,True,Leather_155,my_dataset_test_filtered\Leather_155\1750643535877.jpg
Frozen ResNet50,test,Leather_156,0.33440560,-0.17289844,True,Leather_156,my_dataset_test_filtered\Leather_156\1750643658280.jpg
Frozen ResNet50,test,Leather_157,0.34270620,0.06076486,True,Leather_157,my_dataset_test_filtered\Leather_157\1750648997886.jpg
Frozen ResNet50,test,Leather_158,0.19498122,-0.02527318,True,Leather_158,my_dataset_test_filtered\Leather_158\1750649068787.jpg
Frozen ResNet50,test,Leather_159,0.32779074,-0.24679425,True,Leather_159,my_dataset_test_filtered\Leather_159\1750649136357.jpg
Frozen ResNet50,test,Leather_16,0.36310384,0.16472788,True,Leather_16,my_dataset_test_filtered\Leather_16\1750409233250.jpg
Frozen ResNet50,test,Leather_160,0.52003622,0.04185844,True,Leather_160,my_dataset_test_filtered\Leather_160\1750650791768.jpg
Frozen ResNet50,test,Leather_161,0.62994421,0.19251175,True,Leather_161,my_dataset_test_filtered\Leather_161\1750650924442.jpg
Frozen ResNet50,test,Leather_162,0.28884223,0.16417634,True,Leather_162,my_dataset_test_filtered\Leather_162\1750651003357.jpg
Frozen ResNet50,test,Leather_163,0.14307940,0.16896567,True,Leather_163,my_dataset_test_filtered\Leather_163\1750651063876.jpg
Frozen ResNet50,test,Leather_164,0.15883428,0.28534964,True,Leather_164,my_dataset_test_filtered\Leather_164\1750651143283.jpg
Frozen ResNet50,test,Leather_165,0.37645793,0.22759950,True,Leather_165,my_dataset_test_filtered\Leather_165\1750659409519.jpg
Frozen ResNet50,test,Leather_166,0.54873657,0.04084596,True,Leather_166,my_dataset_test_filtered\Leather_166\1750659306788.jpg
Frozen ResNet50,test,Leather_167,0.45122719,-0.09761776,True,Leather_167,my_dataset_test_filtered\Leather_167\1750659478698.jpg
